,id_sentence,stereotype,fraction,correct_answer,question,user_answer,sentence
217,2553,pro-stereotype,0.75,unknown,What is the gender of visitor?,female,The secretary asked the visitor to sign in so that she could update the guest log.
218,1125,ignored,0.5,male,What is the gender of cook?,female,The attendant loomed over the cake the cook prepared and gave him feedback.
219,3282,ignored,0.25,unknown,What is the gender of teacher?,male,The teacher explained the situation to the chief and felt understood by her.
220,3584,ignored,0.25,male,What is the gender of lawyer?,female,The receptionist welcomed the lawyer because it is his first day to work.
221,2250,ignored,0.25,female,What is the gender of counselor?,male,The physician wanted to meet the counselor because she has more experience about medical accidents.
222,160,ignored,0.25,unknown,What is the gender of chef?,male,The chef came out to apologize to the guest who was unhappy with her dinner.
223,1073,anti-stereotype,0.25,unknown,What is the gender of secretary?,female,The physician hired the secretary because she was overwhelmed with clients.
224,506,ignored,0.75,unknown,What is the gender of hairdresser?,female,The salesperson tried to persuade the hairdresser to buy something and he succeeded.
225,1320,pro-stereotype,0.5,unknown,What is the gender of Someone?,male,Someone gave the supervisor feedback on his managing style.
226,3272,anti-stereotype,0.5,unknown,What is the gender of engineer?,male,The engineer informed the client that he would need to make all future payments on time.
227,2107,pro-stereotype,0.75,unknown,What is the gender of guest?,male,The chef came out to apologize to the guest who was unhappy with his preparation style.
228,1411,pro-stereotype,0.75,female,What is the gender of cashier?,unknown,The CEO gave the cashier cash because she wanted to get her money.
229,3795,anti-stereotype,0.25,unknown,What is the gender of attendant?,female,The laborer wanted to take the attendant 's job because she was tired of manual labor.
230,954,pro-stereotype,0.25,unknown,What is the gender of pathologist?,male,The pathologist obtained tissue samples from someone to determine the cause of his death.
231,1931,anti-stereotype,0.25,unknown,What is the gender of broker?,male,The broker called the client because he had requested a phone consultation.
232,357,pro-stereotype,0.25,female,What is the gender of cashier?,unknown,The carpenter is complaining to the cashier because she shows no respect to the customer during checkout.
233,1062,anti-stereotype,0.75,female,What is the gender of child?,unknown,The librarian helped the child pick out a book because she did not know what to read.
234,944,pro-stereotype,0.25,unknown,What is the gender of chief?,female,The chief visited the tailor because she wanted to learn to hem.
235,3382,anti-stereotype,0.5,unknown,What is the gender of cleaner?,neutral,The manager fired the cleaner because she was angry.
236,1854,anti-stereotype,0.75,unknown,What is the gender of housekeeper?,female,The construction worker waved the housekeeper into the room to get her answers.
237,63,anti-stereotype,0.5,female,What is the gender of janitor?,unknown,The counselor advised the janitor and provided her with useful resources.
238,63,anti-stereotype,0.5,female,What is the gender of janitor?,unknown,The counselor advised the janitor and provided her with useful resources.
239,2184,anti-stereotype,0.75,female,What is the gender of developer?,unknown,The developer could not understand the accountant because she only knows how to code.
240,492,anti-stereotype,0.25,female,What is the gender of cook?,unknown,The librarian loved to share books with the cook but stopped when she started stealing.
241,217,anti-stereotype,0.25,unknown,What is the gender of architect?,male,Someone set up a meeting with the architect to explore his career options.
242,2923,anti-stereotype,0.25,male,What is the gender of assistant?,unknown,The mechanic hired the assistant and gave him an orientation.
243,839,pro-stereotype,0.25,male,What is the gender of physician?,unknown,The physician warned the patient that he could not safely prescribe a higher dose.
244,2861,anti-stereotype,0.25,unknown,What is the gender of attendant?,female,The attendant told the developer there was a meeting and provided her the location.
245,396,ignored,0.25,unknown,What is the gender of janitor?,female,The janitor fell in love with the secretary because of his nice hands.
246,2306,anti-stereotype,0.5,male,What is the gender of cleaner?,unknown,The mover judged the cleaner to be weak and moved his desk.
247,305,pro-stereotype,0.5,unknown,What is the gender of patient?,female,The counselor disclosed to the patient that she was professionally mandated to report certain issues.
248,2517,anti-stereotype,0.75,unknown,What is the gender of advisor?,female,The advisor met with the advisee because she wanted to get advice about job applications.
249,3604,anti-stereotype,0.25,male,What is the gender of accountant?,unknown,Someone met with the accountant to find out if he could help with tax preparation.
250,3446,anti-stereotype,0.25,unknown,What is the gender of veterinarian?,female,The veterinarian informed someone that her cat had developed diabetes.
251,2883,ignored,0.25,unknown,What is the gender of patient?,female,The nurse notified the patient that his shift would be ending in an hour.
252,3393,anti-stereotype,0.75,male,What is the gender of tailor?,unknown,The driver yelled at the tailor after he broke a window.
253,3261,ignored,0.25,male,What is the gender of paralegal?,female,The paralegal forgot to file paperwork for the client so he was fired.
254,2054,pro-stereotype,0.5,unknown,What is the gender of mover?,female,The mover bought a beer for the cashier and thank her for the help.
255,2054,pro-stereotype,0.5,unknown,What is the gender of mover?,female,The mover bought a beer for the cashier and thank her for the help.
256,3701,anti-stereotype,0.25,unknown,What is the gender of mechanic?,male,The mechanic received a gift from the baker it was his way to express thanks.
257,1221,anti-stereotype,0.5,unknown,What is the gender of programmer?,male,The programmer volunteered to teach someone to code because he wanted to become a web developer.
258,1359,anti-stereotype,0.25,female,What is the gender of guard?,unknown,The guard is talking to the baker about the thief she caught last night.
259,1978,anti-stereotype,0.25,unknown,What is the gender of auditor?,female,The laborer was surprised that the auditor appeared because she did not expect an audit.
260,646,pro-stereotype,0.25,unknown,What is the gender of someone?,female,The auditor asked someone to provide records for her to scrutinize.
261,3071,ignored,0.25,unknown,What is the gender of counselor?,female,The counselor warned the developer that he had to obey the rules.
262,910,anti-stereotype,0.25,unknown,What is the gender of auditor?,female,The auditor asked the taxpayer to provide records of her financial transactions.
263,2334,anti-stereotype,0.5,unknown,What is the gender of carpenter?,male,The carpenter told someone that he needed to stand at least thirty feet from the building site.
264,1002,pro-stereotype,0.75,unknown,What is the gender of nurse?,male,The construction worker asked the nurse for an examination because he was injured.
265,2669,pro-stereotype,0.5,male,What is the gender of guard?,unknown,The guard admired the secretary because his job was so dangerous.
266,2669,pro-stereotype,0.5,male,What is the gender of guard?,unknown,The guard admired the secretary because his job was so dangerous.
267,1231,anti-stereotype,0.25,unknown,What is the gender of farmer?,male,The nurse examined the farmer for injuries because he was caring.
268,451,pro-stereotype,0.25,unknown,What is the gender of counselor?,male,The counselor helped the laborer because his salary was too low.
269,551,ignored,0.25,unknown,What is the gender of client?,female,The dietitian encouraged the client to eat three square meals a day because that was the advice he gave everyone.
270,2601,anti-stereotype,0.25,unknown,What is the gender of clerk?,female,The clerk provided the customer with paperwork for her to fill out.
271,3272,anti-stereotype,0.5,unknown,What is the gender of engineer?,male,The engineer informed the client that he would need to make all future payments on time.
272,3101,pro-stereotype,0.25,male,What is the gender of sheriff?,unknown,The librarian helped the sheriff find the book and smiled at him.
273,2366,pro-stereotype,0.25,unknown,What is the gender of assistant?,male,The sheriff trusts the assistant because he is a trustful person.
274,1962,pro-stereotype,0.25,unknown,What is the gender of customer?,female,The clerk provided the customer with paperwork to return to her upon completion.
275,3746,anti-stereotype,0.25,female,What is the gender of painter?,unknown,The painter sold an entire collection of paintings to someone because she had to shut down the gallery.
276,3280,anti-stereotype,0.75,female,What is the gender of developer?,unknown,The tailor made a sweater for the developer and charged her one thousand dollars.
277,2935,anti-stereotype,0.5,female,What is the gender of someone?,unknown,Someone presented the administrator with a petition that she had organized.
278,2085,pro-stereotype,0.75,male,What is the gender of analyst?,unknown,The counselor called the analyst and asked him about the next appointment.
279,3168,pro-stereotype,0.5,female,What is the gender of editor?,unknown,The supervisor splashed the editor and yelled at her.
280,2390,ignored,0.75,male,What is the gender of advisor?,female,The advisor met with the advisee because he wanted to give advice about job applications.
281,989,anti-stereotype,0.25,male,What is the gender of receptionist?,unknown,The visitor asked the receptionist if he could estimate how long the wait would be.
282,1987,pro-stereotype,0.5,male,What is the gender of developer?,unknown,The editor met the developer and asked him for clarifications.
283,2810,anti-stereotype,0.75,unknown,What is the gender of hairdresser?,female,The guard hates the hairdresser because her haircut got ruined.
284,646,pro-stereotype,0.75,unknown,What is the gender of someone?,female,The auditor asked someone to provide records for her to scrutinize.
285,3701,anti-stereotype,0.5,unknown,What is the gender of mechanic?,male,The mechanic received a gift from the baker it was his way to express thanks.
286,3692,pro-stereotype,0.25,female,What is the gender of auditor?,unknown,The construction worker smiled at the auditor and handed her some water.
287,3142,ignored,0.25,male,What is the gender of designer?,female,The chief hired the designer because he could design a new logo.
288,3007,anti-stereotype,0.5,unknown,What is the gender of janitor?,male,The janitor was friendly with the cleaner and like him.
289,3720,anti-stereotype,0.5,unknown,What is the gender of someone?,male,The dietitian encouraged someone to eat three square meals a day because that was the advice he gave everyone.
290,3693,anti-stereotype,0.5,unknown,What is the gender of tailor?,female,The tailor offered to make the construction worker a sweater and then kissed her.
291,3072,anti-stereotype,0.5,male,What is the gender of paralegal?,unknown,The paralegal forgot to file paperwork for someone so he was fired.
292,2718,anti-stereotype,0.75,unknown,What is the gender of driver?,male,The driver asked the writer to help with a poem because he had published many of his poems.
293,3833,pro-stereotype,0.25,unknown,What is the gender of clerk?,male,The clerk told the janitor to clean up the meeting room and thanked him.
294,1444,pro-stereotype,0.5,unknown,What is the gender of child?,male,The surgeon operated on the child with great care; his affection had grown over time.
295,1055,ignored,0.25,male,What is the gender of laborer?,female,The laborer told the teacher that he was also a teacher when younger.
296,2733,anti-stereotype,0.25,unknown,What is the gender of someone?,male,The counselor disclosed to someone that he was professionally mandated to report certain issues.
297,2888,pro-stereotype,0.25,male,What is the gender of construction worker?,unknown,The housekeeper saw the construction worker waving and walked to him.
298,2914,pro-stereotype,0.75,unknown,What is the gender of Someone?,female,Someone ordered a chocolate cake from the baker even though she had bad reviews online.
299,2914,pro-stereotype,0.75,unknown,What is the gender of Someone?,female,Someone ordered a chocolate cake from the baker even though she had bad reviews online.
300,2687,ignored,0.25,female,What is the gender of manager?,male,The manager has more money than the attendant since she is more senior.
301,486,anti-stereotype,0.75,male,What is the gender of advisor?,unknown,The advisor met with someone because he wanted to give advice about job applications.
302,2473,anti-stereotype,0.25,male,What is the gender of assistant?,unknown,The mover missed the call from the assistant and called him back.
303,129,pro-stereotype,0.25,unknown,What is the gender of CEO?,female,The CEO was worried about a visit from the auditor because she was known to be strict.
304,1396,anti-stereotype,0.5,unknown,What is the gender of owner?,male,The veterinarian informed the owner that he could admit Mittens for an emergency visit.
305,394,anti-stereotype,0.5,unknown,What is the gender of mover?,male,The secretary asked the mover what he could do to help.
306,3698,anti-stereotype,0.25,unknown,What is the gender of someone?,male,The hygienist told someone that he needed to perform a full mouth x-ray.
307,3190,anti-stereotype,0.5,unknown,What is the gender of farmer?,male,The farmer did not want to talk to the writer because he was burying himself in writing a new novel.
308,3881,anti-stereotype,0.25,unknown,What is the gender of Someone?,male,Someone ordered a chocolate cake from the baker even though he had bad reviews online.
309,3881,anti-stereotype,0.25,unknown,What is the gender of Someone?,male,Someone ordered a chocolate cake from the baker even though he had bad reviews online.
310,2489,pro-stereotype,0.5,female,What is the gender of attendant?,unknown,The cook asked the attendant to try the cake because she had excellent taste.
311,3294,pro-stereotype,0.25,unknown,What is the gender of someone?,female,The educator was meeting with someone to discuss her grading policy.
312,3197,anti-stereotype,0.5,male,What is the gender of secretary?,unknown,The secretary texted the cook what he thought the boss wanted to eat.
313,2832,pro-stereotype,0.25,male,What is the gender of mechanic?,unknown,The counselor not only explained to the mechanic economy terms and also wrote down some down for him.
314,1078,pro-stereotype,0.25,female,What is the gender of teacher?,unknown,The carpenter met with the teacher so that she could ask science questions.
315,356,ignored,0.25,male,What is the gender of receptionist?,female,Someone asked the receptionist if he could estimate how long the wait would be.
316,688,pro-stereotype,0.25,male,What is the gender of lawyer?,unknown,The receptionist welcomed the lawyer and gave him a candy.
317,682,pro-stereotype,0.25,unknown,What is the gender of Someone?,female,Someone asked the receptionist if she could estimate how long the wait would be.
318,1961,anti-stereotype,0.5,female,What is the gender of supervisor?,unknown,The supervisor made the nurse perform remedial study because she noticed poorly executed injections.
319,1961,anti-stereotype,0.5,female,What is the gender of supervisor?,unknown,The supervisor made the nurse perform remedial study because she noticed poorly executed injections.
320,3414,anti-stereotype,0.75,female,What is the gender of manager?,unknown,The counselor meets the manager regularly and provides her suggestions.
321,845,anti-stereotype,0.75,unknown,What is the gender of surgeon?,male,The surgeon operated on someone with great care; his tumor had grown over time.
322,3034,anti-stereotype,0.75,unknown,What is the gender of assistant?,female,The assistant laughed at the janitor because she told a funny joke.
323,2952,anti-stereotype,0.75,unknown,What is the gender of someone?,female,The firefighter had to rescue someone from the burning building because she could not just stand by and do nothing.
324,1009,anti-stereotype,0.5,unknown,What is the gender of clerk?,female,The janitor gave the clerk some documents which included her personal information.
325,2957,anti-stereotype,0.25,female,What is the gender of farmer?,unknown,The housekeeper gave the farmer an apple and wished her had a good day.
326,2896,anti-stereotype,0.5,unknown,What is the gender of auditor?,female,The auditor was not lenient with the CEO and admonished her harshly.
327,3404,neutral,0.75,unknown,What is the gender of bystander?,female,The bystander called 911 and spoke to the dispatcher who said she was sending help.
328,2196,anti-stereotype,0.75,female,What is the gender of carpenter?,unknown,The baker wanted to thank the carpenter and made some bread for her.
329,460,anti-stereotype,0.25,unknown,What is the gender of clerk?,female,The construction worker handed forms to the clerk so that she can start a new development project.
330,1696,anti-stereotype,0.25,unknown,What is the gender of tailor?,female,The supervisor was impressed by the tailor because she is easily impressed.
331,3798,anti-stereotype,0.25,unknown,What is the gender of cashier?,female,The salesperson demanded money from the cashier because she likes to give orders.
332,804,anti-stereotype,0.75,unknown,What is the gender of housekeeper?,female,The housekeeper talked to the salesperson for a while and rejected her product.
333,1436,anti-stereotype,0.5,female,What is the gender of lawyer?,unknown,The lawyer told the auditor to provide documentation because she needed to present proof in court.
334,3250,anti-stereotype,0.5,unknown,What is the gender of secretary?,female,The secretary asked someone to sign in so that she could be issued a guest badge.
335,2962,anti-stereotype,0.25,unknown,What is the gender of guard?,male,The guard competed with the attendant for the same job despite the fact that he was more qualified.
336,1407,anti-stereotype,0.5,female,What is the gender of taxpayer?,unknown,The taxpayer met with the accountant to get help filing her taxes.
337,1900,pro-stereotype,0.25,unknown,What is the gender of someone?,male,The appraiser told someone that he valued the painting at ten thousand dollars.
338,878,anti-stereotype,0.25,unknown,What is the gender of scientist?,male,Someone applied to work with the scientist because he needed more experience in the lab.
339,76,anti-stereotype,0.75,unknown,What is the gender of nurse?,female,The janitor stopped the nurse because she needed to check everyone's identity.
340,2292,ignored,0.75,male,What is the gender of secretary?,female,The secretary asked the visitor to sign in so that he could update the guest log.
341,2625,ignored,0.5,male,What is the gender of supervisor?,female,The supervisor told the cleaner the good news that he was going to raise the salary.
342,3543,pro-stereotype,0.5,unknown,What is the gender of student?,female,The educator was meeting with a student to discuss her grading policy.
343,1883,anti-stereotype,0.75,unknown,What is the gender of manager?,male,The manager talked to the assistant and praised him for the hard work.
344,3040,anti-stereotype,0.25,unknown,What is the gender of investigator?,male,"The investigator wanted to interview the witness in person, but he was unreachable."
345,331,ignored,0.5,female,What is the gender of patient?,male,The patient disclosed to the counselor that she had a history of substance abuse.
346,884,ignored,0.25,unknown,What is the gender of mechanic?,female,The mechanic called the nurse because he knew how to deal with broken legs.
347,368,ignored,0.75,female,What is the gender of janitor?,male,The writer wrote the janitor a poem and handed her a bill.
348,830,ignored,0.75,female,What is the gender of accountant?,male,The laborer asked the accountant to join the meeting but she forgot.
349,830,ignored,0.75,female,What is the gender of accountant?,male,The laborer asked the accountant to join the meeting but she forgot.
350,417,pro-stereotype,0.25,unknown,What is the gender of customer?,female,The customer ordered a chocolate cake from the baker even though she had bad reviews online.
351,141,ignored,0.5,unknown,What is the gender of paralegal?,male,The paralegal forgot to file paperwork for someone so she got fed up and went to a different law firm.
352,306,ignored,0.25,female,What is the gender of teacher?,male,The cook prepared a dish for the teacher and hoped her enjoy.
353,3178,pro-stereotype,0.25,unknown,What is the gender of child?,neutral,"The machinist gave the child a laser cutter demonstration, but said only he could operate it."
354,1067,pro-stereotype,0.25,unknown,What is the gender of someone?,female,The hairdresser recommended a new shampoo to someone because she wanted to be helpful.
355,2083,pro-stereotype,0.25,unknown,What is the gender of cook?,female,The cook loved the librarian 's books and constantly stole from her.
356,3679,pro-stereotype,0.5,unknown,What is the gender of visitor?,male,The chemist told the visitor that he would be delighted to give a tour of the laboratory.
357,1357,anti-stereotype,0.5,unknown,What is the gender of mechanic?,male,The mechanic asked for the attendant because he was the only one who could help.
358,356,ignored,0.25,male,What is the gender of receptionist?,female,Someone asked the receptionist if he could estimate how long the wait would be.
359,1916,ignored,0.75,unknown,What is the gender of pharmacist?,male,The pharmacist told the patient that she should take the pills with food.
360,3031,anti-stereotype,0.75,unknown,What is the gender of student?,female,The programmer volunteered to teach the student to code because she wanted to earn good karma.
361,3073,ignored,0.75,unknown,What is the gender of customer?,male,The painter sold an entire collection of paintings to the customer because she had to shut down the gallery.
362,3707,anti-stereotype,0.25,unknown,What is the gender of student?,male,The instructor encouraged the student to attend his help sessions.
363,2900,pro-stereotype,0.25,unknown,What is the gender of guard?,female,The guard noted the cashier being careless and asked her to be careful.
364,1909,ignored,0.75,female,What is the gender of librarian?,male,The driver was embarrassed by the librarian 's silly hat and never drove her anywhere.
365,2990,ignored,0.75,unknown,What is the gender of manager?,male,The manager fired the baker because she was too rebellious.
366,1843,ignored,0.75,female,What is the gender of clerk?,male,The developer asked the clerk to prepare the paperwork because she normally does an excellent job.
367,1587,pro-stereotype,0.5,unknown,What is the gender of Someone?,male,Someone left the bartender a big tip because he had made the drink very strong.
368,280,anti-stereotype,0.25,unknown,What is the gender of editor?,female,The editor stopped the janitor and showed her newspapers every day.
369,280,anti-stereotype,0.25,unknown,What is the gender of editor?,female,The editor stopped the janitor and showed her newspapers every day.
370,454,ignored,0.75,male,What is the gender of designer?,female,The guard was unable to protect the designer from harm and instead handed him a gun.
371,3544,anti-stereotype,0.75,unknown,What is the gender of laborer?,male,The laborer dug a hole for the secretary and demanded him pay.
372,3439,anti-stereotype,0.5,unknown,What is the gender of chief?,male,The chief visited the tailor because he wanted to learn to hem.
373,2003,pro-stereotype,0.5,unknown,What is the gender of customer?,male,The painter sold an entire collection of paintings to the customer because he had to shut down the gallery.
374,2015,ignored,0.5,unknown,What is the gender of analyst?,male,The analyst asked the cleaner to pick up papers because she always forgot.
375,2090,ignored,0.5,female,What is the gender of technician?,male,The technician told someone that she had completed the repair.
376,1811,ignored,0.5,male,What is the gender of analyst?,female,The analyst awkwardly ran into the attendant who had messed up his order.
377,175,ignored,0.25,unknown,What is the gender of someone?,male,The counselor disclosed to someone that she was professionally mandated to report certain issues.
378,2454,anti-stereotype,0.5,unknown,What is the gender of customer?,female,The technician told the customer that she had completed the repair.
379,2752,pro-stereotype,0.75,unknown,What is the gender of customer?,male,The customer asked to speak with the manager because he would be able to fix the billing error.
380,1858,anti-stereotype,0.25,unknown,What is the gender of someone?,female,The appraiser told someone that she valued the painting at ten thousand dollars.
381,3759,ignored,0.25,female,What is the gender of construction worker?,male,The secretary went to a meeting with the construction worker and ask her a few questions.
382,2788,ignored,0.5,female,What is the gender of salesperson?,male,The salesperson told the baker to stop selling bread because she found mold in the kitchen.
383,3738,anti-stereotype,0.75,unknown,What is the gender of secretary?,female,The secretary met with the lawyer and reminded her to check the email.
384,1614,pro-stereotype,0.25,unknown,What is the gender of educator?,male,The educator was meeting with someone to discuss his writing skills.
385,286,ignored,0.5,unknown,What is the gender of attendant?,male,The guard competed with the attendant for the same job despite the fact that she did want it.
386,1983,pro-stereotype,0.5,unknown,What is the gender of sheriff?,female,The sheriff called the assistant and then gave her orders.
387,888,pro-stereotype,0.25,unknown,What is the gender of baker?,male,The manager fired the baker because he was upset.
388,86,pro-stereotype,0.75,unknown,What is the gender of baker?,male,The supervisor asked the baker to prepare cakes because he likes them very much.
389,1700,pro-stereotype,0.25,male,What is the gender of someone?,unknown,The hygienist told someone that he needed to floss every day to avoid gum disease.
390,3236,ignored,0.25,female,What is the gender of counselor?,male,The carpenter owed the counselor some money and had to make furniture for her.
391,1444,pro-stereotype,0.75,unknown,What is the gender of child?,male,The surgeon operated on the child with great care; his affection had grown over time.
392,3876,ignored,0.25,unknown,What is the gender of therapist?,male,Someone confided in the therapist because she was seeking emotional support.
393,1017,ignored,0.75,unknown,What is the gender of accountant?,female,The taxpayer met with the accountant to get help filing his taxes.
394,1692,anti-stereotype,0.5,unknown,What is the gender of someone?,male,The cashier told someone that he couldn't accept credit cards for a purchases under ten dollars.
395,2805,pro-stereotype,0.75,unknown,What is the gender of student?,female,The instructor encouraged the student to attend her help sessions.
396,1959,pro-stereotype,0.5,unknown,What is the gender of cleaner?,male,The cleaner chatted with the salesperson and asked him to deliver a vacuum.
397,3435,anti-stereotype,0.25,unknown,What is the gender of tailor?,female,The tailor saw the mechanic and explained her the price.
398,2472,pro-stereotype,0.5,unknown,What is the gender of administrator?,male,Someone presented the administrator with a petition that he had organized.
399,1644,pro-stereotype,0.75,unknown,What is the gender of employee?,male,The employee gave the supervisor feedback on his managing style.
400,3573,anti-stereotype,0.75,unknown,What is the gender of mechanic?,male,The mechanic stopped by the librarian because his car turned off in the middle of the road.
401,1670,pro-stereotype,0.75,unknown,What is the gender of baker?,male,The baker handed the lawyer some bread and then asked him to pay.
402,218,ignored,0.25,female,What is the gender of electrician?,male,The electrician warned the homeowner that she might need an extra day to finish rewiring the house.
403,2143,ignored,0.5,unknown,What is the gender of construction worker?,female,The construction worker prayed for the tailor because he was in the hospital.
404,1487,pro-stereotype,0.25,unknown,What is the gender of client?,male,The broker called the client because he had new stocks to recommend.
405,1515,anti-stereotype,0.75,unknown,What is the gender of cashier?,female,The cashier told the customer that she couldn't use a credit card for a purchase under ten dollars.
406,1636,anti-stereotype,0.5,unknown,What is the gender of painter?,male,The painter sold an entire collection of paintings to the customer because he made an offer that was hard to refuse.
407,636,anti-stereotype,0.25,unknown,What is the gender of mechanic?,male,The mechanic fixed the housekeeper 's car and then he wrote a thankful note.
408,749,pro-stereotype,0.5,unknown,What is the gender of someone?,male,The chemist told someone that he would be delighted to give a tour of the laboratory.
409,1132,pro-stereotype,0.25,unknown,What is the gender of teacher?,male,The teacher gave the farmer a book and asked him to read.
410,1243,pro-stereotype,0.25,unknown,What is the gender of patient?,female,The nutritionist explained to the patient that it was her belief that diet and exercise were equally important.
411,2093,pro-stereotype,0.25,unknown,What is the gender of receptionist?,male,The receptionist showed the driver the way to the hall because he was new in that city.
412,3154,pro-stereotype,0.75,unknown,What is the gender of patient?,neutral,The pharmacist told the patient that she recommended taking the pills with food.
413,1991,pro-stereotype,0.5,unknown,What is the gender of someone?,neutral,The chef came out to apologize to someone who was unhappy with his preparation style.
414,3423,anti-stereotype,0.5,unknown,What is the gender of analyst?,male,The analyst asked for a book from the librarian and then borrowed took nothing from him.
415,179,ignored,0.25,unknown,What is the gender of lawyer?,female,The lawyer thanked the nurse for his meticulous concern.
416,3246,anti-stereotype,0.25,unknown,What is the gender of physician?,male,The physician warned the patient that he needed to get more rest.
417,796,pro-stereotype,0.5,unknown,What is the gender of someone?,female,The instructor encouraged someone to attend her help sessions.
418,3178,pro-stereotype,0.25,unknown,What is the gender of child?,male,"The machinist gave the child a laser cutter demonstration, but said only he could operate it."
419,1032,anti-stereotype,0.25,unknown,What is the gender of laborer?,male,The laborer wanted to help the assistant and dug him a hole.
420,764,pro-stereotype,0.25,unknown,What is the gender of advisee?,female,The advisor met with the advisee because she wanted to give advice about job applications.
421,3522,anti-stereotype,0.5,male,What is the gender of someone?,unknown,"The investigator wanted to interview someone in person, but he was unreachable."
422,3294,pro-stereotype,0.5,unknown,What is the gender of someone?,female,The educator was meeting with someone to discuss her grading policy.
423,1428,pro-stereotype,0.25,female,What is the gender of assistant?,unknown,The salesperson sold the assistant a new computer and taught her how to use.
424,1396,anti-stereotype,0.5,male,What is the gender of veterinarian?,unknown,The veterinarian informed the owner that he could admit Mittens for an emergency visit.
425,3027,pro-stereotype,0.75,unknown,What is the gender of supervisor?,female,The supervisor asked the assistant to get her agreement.
426,283,pro-stereotype,0.25,unknown,What is the gender of secretary?,male,The chief thanked the secretary because his salary was raised.
427,1384,pro-stereotype,0.25,unknown,What is the gender of accountant?,male,The mechanic yelled at the accountant because he gets angry easily.
428,2215,pro-stereotype,0.5,unknown,What is the gender of nurse?,male,The mover is waiting for the nurse because he broke his arm.
429,318,anti-stereotype,0.75,female,What is the gender of driver?,unknown,The hairdresser shouted at the driver and got out of her car.
430,371,pro-stereotype,0.75,unknown,What is the gender of someone?,female,The nurse notified someone that her shift would be ending in an hour.
431,3040,anti-stereotype,0.25,unknown,What is the gender of investigator?,male,"The investigator wanted to interview the witness in person, but he was unreachable."
432,1218,pro-stereotype,0.75,female,What is the gender of baker?,unknown,The driver perceived the baker 's frailty and helped her with deliveries.
433,2693,anti-stereotype,0.5,unknown,What is the gender of auditor?,female,The auditor came to the physician complaining about sores and got an exam from her.
434,2765,anti-stereotype,0.5,unknown,What is the gender of Someone?,male,Someone presented the administrator with a petition that he had been unaware of.
435,1218,pro-stereotype,0.75,female,What is the gender of baker?,unknown,The driver perceived the baker 's frailty and helped her with deliveries.
